,Unnamed: 0,nome,punteggio,numero_recensioni,tipo_cucina,prezzo
1053,1053, Hanabi,4,3,"['Cinese', ' Giapponese']",1
1054,1054, Mosobna,4,1,['Africana'],1
1055,1055, Rovello 18,4,5,"['Italiana', ' Mediterranea']",2.5
1057,1057, Pizzeria Cupido,4,1,"['Italiana', ' Pizza']",1
1058,1058, Boa Boa Milano,4,8,"['Sushi', ' Giapponese']",2.5
1059,1059, Il Santa Bistrò Moderno,4,2,"['Italiana', ' Mediterranea']",2.5
1060,1060, Alzaia 26,4,5,"['Italiana', ' Mediterranea']",2.5
1061,1061, Trattoria Il Cormorano,4,7,"['Italiana', ' Pizza']",2.5
1063,1063, Il Salumaio di Montenapoleone,4,1.1,['Italiana'],4
1064,1064, Jin Yong,4,2,"['Mediorientale', ' Pesce']",1
1065,1065, Al Desiderio,4,3,"['Italiana', ' Giapponese']",2.5
1066,1066, Il Priscio - Duomo - Panzerotteria con salumi,4,6,"['Italiana', ' Pizza']",2.5
1067,1067, Ristorante Sant 'Eustorgio,4,1.4,"['Italiana', ' Pesce']",2.5
1068,1068, Pizzeria Positano,4,4,"['Pizza', ' Napoletana']",2.5
1069,1069, Osteria SPQ Milano,4,4,"['Italiana', ' Mediterranea']",2.5
1070,1070, Ristorante Ratanà,3,1.5,"['Italiana', ' Lombarda']",2.5
1071,1071, Arcieri,4,6,"['Italiana', ' Pesce']",2.5
1072,1072, Savorlee’S Gourmet Restaurant,4,7,"['Italiana', ' Pesce']",2.5
1073,1073, Locale Milano,4,5,['Italiana'],2.5
1074,1074, Magnamm,4,6,"['Italiana', ' Pizza']",2.5
1075,1075, Ghe Sem Monti,4,4,"['Italiana', ' Cinese']",2.5
1076,1076, Sulle Nuvole,4,2,"['Italiana', ' Pesce']",2.5
1077,1077, Sarla,4,6,"['Indiana', ' Asiatica']",2.5
1078,1078, Maio Restaurant,4,1.7,"['Italiana', ' Mediterranea']",2.5
1079,1079, Pinch - Spirits & Kitchen,4,3,"['Italiana', ' Bar']",2.5
1080,1080, ZZ Sogni Magici di Zheng Zita,5,3,"['Cinese', ' Salutistica']",1
1081,1081, Da Martino,4,7,"['Italiana', ' Mediterranea']",1
1082,1082, La Guardiola Pizzeria Napoletana,4,1,"['Italiana', ' Pizza']",1
1083,1083, Ishi Restaurant Fusion,4,3,"['Cinese', ' Giapponese']",2.5
1084,1084, Mulligans,4,2,"['Italiana', ' Irlandese']",2.5
1085,1085, Niconoce Enoteca con cucina,5,3,"['Italiana', ' Wine Bar']",2.5
1086,1086, Lo Stuzzichino di Mare,4,1,['Italiana'],2.5
1087,1087, Osteria delle Commari,4,2,"['Italiana', ' Mediterranea']",2.5
1089,1089, Leon d'Oro,4,3,"['Giapponese', ' Pesce']",2.5
1090,1090, La Porta Rossa,4,5,"['Italiana', ' Pizza']",2.5
1091,1091, La Caveja,4,8,"['Italiana', ' Fast food']",1
1092,1092, Al Cuoco di Bordo,4,8,"['Italiana', ' Pesce']",2.5
1093,1093, Berberè Milano Navigli,4,3,"['Pizza', ' Italiana']",2.5
1095,1095, Pizzando Grigliando,4,6,"['Italiana', ' Pizza']",2.5
1096,1096, Trattoria Milanese Dal 1933,4,1.1,"['Italiana', ' Mediterranea']",2.5
1097,1097, Brera 29 Cucina & Cocktails,4,8,"['Italiana', ' Mediterranea']",?
1098,1098, Osteria La Vecchia Lira,4,8,"['Italiana', ' Mediterranea']",2.5
1099,1099, Trattoria Al Capolinea,4,4,"['Italiana', ' Mediterranea']",2.5
1100,1100, NU Pure Asian Cuisine,4,1.2,"['Cinese', ' Giapponese']",2.5
1101,1101, Ristorante La Foglia,4,6,"['Italiana', ' Pesce']",2.5
1102,1102, Ristorante & Pizzeria La Barchetta,4,4,"['Pizza', ' Pesce']",2.5
1103,1103, Moe's,4,1,"['Bar', ' Pizza']",1
1104,1104, Bruschetteria Grill&BBQ by Eataly,4,3,"['Italiana', ' Mediterranea']",2.5
1105,1105, Ristorante Terra e Mare,4,2,"['Italiana', ' Mediterranea']",2.5
1106,1106, Braceria la Peppa,4,3,"['Barbecue', ' Salutistica']",1
1107,1107, La Pizza Sapore d'Italia,4,5,"['Italiana', ' Pizza']",1
1108,1108, Brutti di Mare,4,5,"['Italiana', ' Pesce']",4
1109,1109, Cocopazzo,3,5,"['Italiana', ' Pizza']",2.5
1110,1110, K-kaiseki Sushi Restaurant - Milano,4,1,"['Cinese', ' Giapponese']",?
1111,1111, Serica,4,7,"['Italiana', ' Cinese']",2.5
1112,1112, Ristorante Al Peck,4,3,"['Italiana (nord)', ' Italiana (centro)']",4
1113,1113, Trussardi alla Scala,4,8,"['Italiana', ' Mediterranea']",4
1114,1114, Hygge,4,3,"['Caffè', ' Internazionale']",1
1115,1115, Kanji Light,4,4,"['Cinese', ' Giapponese']",2.5
1116,1116, Toyama,4,5,"['Cinese', ' Giapponese']",1
1117,1117, Trattoria La Colonna,4,3,"['Italiana', ' Mediterranea']",2.5
1118,1118, Hua Cheng,4,3,"['Cinese', ' Asiatica']",1
1119,1119, Altroke,4,1,"['Italiana', ' Mediterranea']",2.5
1121,1121, Al Gargano,4,1,"['Italiana', ' Pizza']",2.5
1122,1122, Ristorante Osteria Al 29,4,4,"['Italiana', ' Pizza']",2.5
1123,1123, 02 Hosteria Contemporanea,5,3,['Italiana'],?
1124,1124, Ristorante Melara,4,1,"['Italiana', ' Mediterranea']",2.5
1125,1125, Altrimenti,4,1,"['Italiana', ' Pesce']",2.5
1127,1127, Capra e Cavoli,3,1.3,"['Mediterranea', ' Europea']",2.5
1128,1128, Pizzeria La Rustica,4,2,"['Italiana', ' Pizza']",1
1129,1129, Ramen House,4,3,"['Cinese', ' Giapponese']",1
1130,1130, Macellaio RC,4,2,['Italiana'],4
1131,1131, By Caputo al Duomo,4,1.0,"['Pizza', ' Napoletana']",2.5
1132,1132, We Love Food,5,5,"['Americana', ' Italiana']",1
1133,1133, Lasagna Factory,4,6,['Italiana'],2.5
1134,1134, Ristorante Bombay,4,2,"['Indiana', ' Asiatica']",2.5
1135,1135, Ristorante Salefino,4,3,"['Italiana', ' Mediterranea']",2.5
1136,1136, Ristorante alla Cucina delle Langhe,3,6,"['Italiana', ' Mediterranea']",2.5
1137,1137, Ristorante Singapore,4,2,"['Cinese', ' Asiatica']",2.5
1138,1138, La Darsena,4,9,"['Italiana', ' Pizza']",2.5
1139,1139, Ghe sem Borsieri,4,3,['Italiana'],2.5
1140,1140, CotoliAMO,4,8,"['Italiana', ' Italiana (nord)']",2.5
1141,1141, Marcellino Il Sarto Del Panino,4,4,"['Italiana', ' Gastronomia']",2.5
1142,1142, Mammina Pizzeria e Cucina Genuina,4,3,"['Italiana', ' Pizza']",2.5
1143,1143, La Caveja Piadineria,4,1,"['Italiana', ' Fast food']",1
1144,1144, Pepe Nero,4,8,"['Italiana', ' Pizza']",2.5
1145,1145, Kindai Japanese Fusion Taste,4,1,"['Cinese', ' Pesce']",2.5
1146,1146, Rua,5,4,"['Italiana', ' Mediterranea']",2.5
1147,1147, Trattoria Montina dal 1995,4,3,"['Italiana', ' Pesce']",2.5
1148,1148, Night Train Pub,5,2,['Pub'],2.5
1149,1149, Pizzeria Ristorante Salernitano,4,4,"['Italiana', ' Pizza']",2.5
1150,1150, la cantina di manuela di Via Poerio,4,4,"['Italiana', ' Mediterranea']",2.5
1151,1151, Osteria della Stazione,4,3,"['Italiana', ' Pizza']",2.5
1153,1153, Ca’ Turati,4,2,"['Italiana', ' Caffè']",2.5
1154,1154, Ristorante Amarcord,4,2,"['Italiana', ' Pesce']",2.5
1155,1155, Wine Road,4,1,"['Italiana', ' Wine Bar']",2.5
1156,1156, Il Trullo Osteria Pizzeria Cucina Pugliese,4,4,"['Italiana', ' Pizza']",2.5
1157,1157, Pizzeria Biagio,4,4,"['Italiana', ' Napoletana']",1
1159,1159, Beershow,4,9,"['Birreria', ' Pub']",1
1160,1160, Golocious Milano,4,2,"['Italiana', ' Americana']",2.5
1161,1161, Panghea Ristorante,4,9,"['Italiana', ' Europea']",2.5
1162,1162, la gravina,4,4,"['Italiana', ' Pizza']",1
1163,1163, Costa Sigieri,4,9,"['Italiana', ' Pesce']",2.5
1164,1164, Pizzeria Tradizionale,4,9,['Italiana'],2.5
1165,1165, La Cappelletta,3,9,"['Italiana', ' Pizza']",2.5
1166,1166, Miscusi,4,1.2,['Italiana'],2.5
1167,1167, Cheers Pub,4,1,"['Birreria', ' Bar']",1
1168,1168, Ristorante Novecento,4,6,"['Italiana', ' Pizza']",2.5
1169,1169, Marghe - Via Plinio,4,9,"['Italiana', ' Pizza']",2.5
1170,1170, Trattoria All'Antica,4,2,"['Italiana', ' Pesce']",2.5
1171,1171, Ristorante Indiano Kiran,4,5,['Indiana'],1
1172,1172, Frades Porto Cervo - Milano,4,5,"['Italiana', ' Pesce']",4
1173,1173, Deep Milano,4,6,"['Italiana', ' Americana']",2.5
1174,1174, 13 Giugno Goldoni,4,8,"['Italiana', ' Mediterranea']",4
1175,1175, Organics SkyGarden @ Cielo,4,7,"['Italiana', ' Mediterranea']",2.5
1176,1176, Organic Pizza and Food,4,2,"['Italiana', ' Pizza']",2.5
1177,1177, La Sala del Vino,4,7,"['Italiana', ' Wine Bar']",2.5
1178,1178, Mexicali Navigli,4,1.0,"['Messicana', ' Centro americana']",2.5
1179,1179, The FisherMan Pasta,4,2,"['Italiana', ' Pesce']",1
1180,1180, Giardino di Giada,4,3,"['Cinese', ' Pesce']",2.5
1181,1181, Terrazza Palestro,3,5,['Mediterranea'],2.5
1182,1182, Catalana,4,2,"['Mediterranea', ' Italiana']",2.5
1183,1183, Sfrigola,4,5,"['Italiana', ' Pesce']",2.5
1185,1185, Denzel,3,7,"['Americana', ' Israeliana']",2.5
1186,1186, Rossopomodoro,4,1.4,"['Pesce', ' Italiana']",2.5
1187,1187, AltaGuardia17,4,6,"['Mediterranea', ' Italiana']",4
1188,1188, Ex Mauri Osteria di tradizione,4,6,"['Italiana', ' Mediterranea']",2.5
1189,1189, MOEBIUS,4,1,"['Italiana', ' Pesce']",2.5
1191,1191, Ristorante Pizzeria Garden,4,3,"['Italiana', ' Pizza']",1
1192,1192, MASQUENADA,4,7,"['Messicana', ' Latino americana']",2.5
1193,1193, Pizzeria Americ,4,2,"['Italiana', ' Pizza']",1
1194,1194, Boscogrosso Enoteca,4,3,"['Italiana', ' Mediterranea']",2.5
1195,1195, 13 Pizza&Ammore,4,1,"['Italiana', ' Pizza']",2.5
1196,1196, Pastamadre,3,7,"['Italiana', ' Pesce']",2.5
1197,1197, Ristorante da Giulia,4,5,"['Italiana', ' Pesce']",2.5
1198,1198, Osteria il Gran Burrone,4,2,"['Italiana', ' Pesce']",2.5
1199,1199, Papilla Milano,4,1,"['Italiana', ' Pizza']",2.5
1200,1200, Ristorante Phoenix,4,6,"['Cinese', ' Pesce']",2.5
1201,1201, Briciole,4,1,"['Italiana', ' Pizza']",1
1202,1202, Pogue Mahone's,4,2,"['Irlandese', ' Bar']",1
1203,1203, Ristorante Baobab Cucina Multietnica,4,2,['Africana'],1
1204,1204, Mood Factory,4,5,"['Americana', ' Bar']",2.5
1205,1205, Hostaria Terza Carbonaia,4,6,"['Italiana', ' Pizza']",2.5
1206,1206, Principe Bar,4,1,['Bar'],4
1207,1207, Manhattan Navigli,4,9,"['Italiana', ' Bar']",1
1208,1208, Romeo la Pinseria der Colosseo,4,2,"['Romana', ' Laziale']",2.5
1209,1209, Verso Verde,4,1,"['Italiana', ' Mediterranea']",2.5
1210,1210, Pizzart da Gimmy,4,1,"['Italiana', ' Pizza']",1
1211,1211, Ramen Station,4,1,"['Giapponese', ' Asiatica']",2.5
1212,1212, Impronta Birraia,4,4,"['Italiana', ' Americana']",2.5
1213,1213, Barabba Pizza Bistrot,4,2,"['Italiana', ' Pizza']",2.5
1214,1214, Garage Italia,4,3,"['Italiana', ' Mediterranea']",2.5
1215,1215, Osteria Papà Nicola,4,2,"['Lombarda', ' Italiana (nord)']",2.5
1217,1217, Macha Cafe,4,5,"['Giapponese', ' Caffè']",1
1218,1218, Giglio Rosso,4,4,"['Italiana', ' Pesce']",2.5
1219,1219, Llevataps,3,4,"['Pesce', ' Mediterranea']",2.5
1220,1220, Superpizza,4,1,['Pizza'],1
1221,1221, Pizzeria da Mimmo,4,1,"['Italiana', ' Pizza']",1
1223,1223, Mandarin Garden,4,4,"['Bar', ' Italiana']",4
1224,1224, La Bottega,4,2,"['Italiana', ' Mediterranea']",1
1225,1225, Felice a Testaccio Milano,3,7,"['Italiana', ' Mediterranea']",2.5
1226,1226, Osteria della Pasta e Fagioli,4,6,"['Italiana', ' Mediterranea']",2.5
1227,1227, Ristorante L.a. Torre del Mangia...mi,4,2,"['Italiana', ' Pesce']",2.5
1228,1228, Ristorante Borsieri 39,4,2,"['Italiana', ' Mediterranea']",2.5
1229,1229, Osteria del Lazzaretto,4,3,"['Italiana', ' Pizza']",1
1230,1230, Wafu,4,5,"['Cinese', ' Giapponese']",2.5
1231,1231, Temakinho Milan Brera,4,2.8,"['Giapponese', ' Brasiliana']",2.5
1232,1232, Drogheria Milanese San Marco,4,5,"['Italiana', ' Pesce']",2.5
1233,1233, Capuano's,4,8,"['Italiana', ' Pizza']",2.5
1234,1234, The Different Burger,4,4,"['Fast food', ' Barbecue']",2.5
1235,1235, Berberè Milano Isola,4,1.0,"['Italiana', ' Pizza']",2.5
1236,1236, Il Postino,4,2,"['Italiana', ' Pizza']",1
1237,1237, Carta da Zucchero,4,8,"['Bar', ' Caffè']",2.5
1238,1238, La Società Milano,4,1,"['Italiana', ' Mediterranea']",2.5
1239,1239, Finger's Garden,4,2.4,"['Giapponese', ' Pesce']",4
1240,1240, Osteria Dei Mosaici,4,3,"['Italiana', ' Pesce']",2.5
1241,1241, Bellavista Cafè,4,4,"['Italiana', ' Pizza']",2.5
1242,1242, Anatolia Doner Kebab,4,1,"['Fast food', ' Turca']",1
1243,1243, Drogheria Milanese Conca del Naviglio,4,1.1,"['Italiana', ' Mediterranea']",2.5
1244,1244, Osteria del Binari,4,2.3,"['Italiana', ' Pesce']",2.5
1245,1245, La Pizza Biscottata Gourmet,4,5,"['Italiana', ' Pizza']",2.5
1246,1246, Cambusa 2.0,4,8,"['Bar', ' Pub']",1
1247,1247, Ichimi 2,4,2,"['Giapponese', ' Cinese']",2.5
1249,1249, Testina Milano,4,8,"['Italiana', ' Europea']",2.5
1250,1250, Rocking Horse,4,6,"['Italiana', ' Lombarda']",2.5
1251,1251, Al 91,4,8,"['Pizza', ' Pesce']",2.5
1252,1252, Li-sei Deli Gastronomia Coreana,4,4,"['Coreana', ' Asiatica']",1
1253,1253, Fishbar de Milan,4,2,"['Italiana', ' Pesce']",2.5
1255,1255, Ristorante Hazama,5,3,"['Giapponese', ' Pesce']",2.5
1256,1256, Pizzicato Municipio Napoletano,4,9,"['Italiana', ' Pizza']",2.5
1257,1257, Vegamore,4,1,"['Italiana', ' Gastronomia']",1
1258,1258, Al Matarel,3,7,"['Italiana', ' Lombarda']",2.5
1259,1259, Donna Burgherita,4,2,"['Italiana', ' Americana']",4
1260,1260, Say Cheese Bistrot,4,5,"['Italiana', ' Francese']",2.5
1261,1261, La Granseola,4,2,"['Italiana', ' Pesce']",2.5
1262,1262, Rajput,4,2,"['Indiana', ' Asiatica']",2.5
1263,1263, Osterialnove,3,4,"['Italiana', ' Pesce']",2.5
1264,1264, Ristorante Wu,4,4,"['Asiatica', ' Fusion giapponese']",2.5
1265,1265, Pizzeria da Giuliano,4,2,"['Italiana', ' Pizza']",1
1266,1266, La Locanda,4,2,"['Italiana', ' Pizza']",1
1267,1267, Ristorante San Telmo,4,5,"['Argentina', ' Grill']",4
1268,1268, JiaoZi e Bollicine - Chinitaly,4,6,"['Italiana', ' Cinese']",2.5
1269,1269, Fusho,4,1,"['Sushi', ' Fusion']",1
1270,1270, Don Raffaele,4,8,"['Italiana', ' Pizza']",2.5
1271,1271, Ribs And Beer,3,5,"['Americana', ' Steakhouse']",2.5
1272,1272, 142 Restaurant,4,8,"['Italiana', ' Pesce']",2.5
1273,1273, Kashima Sushi,4,7,"['Giapponese', ' Pesce']",2.5
1274,1274, Blumarina,4,3,"['Italiana', ' Pizza']",1
1275,1275, Tram Tram,4,8,"['Italiana', ' Mediterranea']",2.5
1276,1276, Cavoli a Merenda!,4,7,"['Italiana', ' Pesce']",4
1277,1277," El Patio del Gaucho, Javier Zanetti",4,1,"['Barbecue', ' Argentina']",4
1278,1278, Mappamondo Royal,4,1,"['Italiana', ' Pesce']",2.5
1279,1279, Ecookingworld,4,2,"['Italiana', ' Mediterranea']",2.5
1281,1281, Ristorante Pizzeria Sant'Ambrogio,4,2,"['Italiana', ' Pizza']",1
1282,1282, Camillo Benso,3,6,"['Italiana', ' Pizza']",2.5
1283,1283, Il Kaimano,4,1.2,"['Italiana', ' Pizza']",2.5
1284,1284, Ristorante Pizzeria Sabatini,4,1.6,"['Italiana', ' Pizza']",2.5
1285,1285, I Love Poke Tortona,4,1,['Hawaiana'],2.5
1287,1287, Timeout 5,4,1,"['Italiana', ' Pizza']",2.5
1288,1288, Cafè de Ville,4,5,"['Caffè', ' Europea']",2.5
1289,1289, Trattoria Angolomilano,4,3,"['Italiana', ' Internazionale']",2.5
1290,1290, Gastronomia Comotti,4,1,"['Italiana', ' Mediterranea']",2.5
1291,1291, La Cassoeula del Togn,4,3,"['Lombarda', ' Italiana (nord)']",?
1292,1292, Osteria Da Flavio,5,2,"['Italiana', ' Pesce']",2.5
1293,1293, Scalo Farini,4,2,"['Italiana', ' Bar']",2.5
1294,1294, Ristorante La Giara,4,2,"['Italiana', ' Mediterranea']",2.5
1295,1295, Al Muleto,4,2,"['Italiana', ' Pesce']",2.5
1296,1296, Doriani Solferino Restaurant,4,1,"['Pizza', ' Italiana']",2.5
1297,1297, Mar'è - il Buon Gusto,4,1,"['Pesce', ' Italiana']",4
1298,1298, PreTesto,4,4,"['Italiana', ' Mediterranea']",2.5
1299,1299, SHIKI - Japanese Taste,4,4,"['Giapponese', ' Pesce']",2.5
1300,1300, La Piccola Ischia Di Marabini V.,4,4,"['Italiana', ' Pizza']",1
1301,1301, Offside Sports Pub,4,1,"['Pub', ' Italiana']",1
1302,1302, La Magolfa & Go,4,5,"['Italiana', ' Pizza']",2.5
1303,1303, Ristorante Replay,3,7,"['Italiana', ' Pizza']",2.5
1304,1304, Hora Feliz,3,7,"['Italiana', ' Bar']",1
1305,1305, Sancio Pancia,4,1,['Italiana'],2.5
1306,1306, Panzerotto Mio Baggio,4,7,"['Pizza', ' Fast food']",1
1307,1307, Mashti,4,1,"['Fast food', ' Mediorientale']",1
1308,1308, Milleluci,4,3,"['Italiana', ' Mediterranea']",2.5
1309,1309, Quei Due,4,4,"['Italiana', ' Pizza']",2.5
1310,1310, Tramé - Original Venetian Sandwiches - Garibaldi,4,7,"['Italiana', ' Fast food']",1
1311,1311, Rossopomodoro,3,6,"['Italiana', ' Pizza']",2.5
1313,1313, Cinema Teatro Trieste,4,4,"['Italiana', ' Pizza']",2.5
1314,1314, MAS Milano,3,4,"['Italiana', ' Bar']",1
1315,1315, Rustell,4,1,"['Italiana', ' Barbecue']",1
1316,1316, Trattoria Caprese Milano,4,1.3,"['Italiana', ' Pizza']",2.5
1317,1317, LITTLE ITALY - via Borsieri,3,5,"['Italiana', ' Pizza']",1
1319,1319, Osteria Angelino dal 1899 - Milano,4,4,"['Mediterranea', ' Italiana']",2.5
1320,1320, Moscow Mule Bar,4,9,['Bar'],1
1321,1321, Da Pino,4,3,"['Italiana', ' Mediterranea']",1
1322,1322, Il Brutto Anatroccolo,3,4,"['Mediterranea', ' Lombarda']",1
1323,1323, Visca Restaurant,4,3,"['Pesce', ' Siciliana']",?
1324,1324, Amunì,4,8,"['Italiana', ' Pizza']",2.5
1325,1325, Piccola Ischia,4,3,"['Italiana', ' Pizza']",1
1326,1326, Bistro Milano,3,8,"['Italiana', ' Mediterranea']",2.5
1327,1327, Trattoria Caprese,4,9,"['Italiana', ' Caffè']",2.5
1328,1328, Trattoria da Tomaso,4,1,['Italiana'],1
1329,1329, Ristorante AALTO,4,8,"['Internazionale', ' Contemporanea']",4
1330,1330, La Playa di Taormina,4,2,"['Italiana', ' Pesce']",2.5
1331,1331, The Stage Milano,4,4,['Italiana'],4
1332,1332, Strambio Sei,4,3,"['Italiana', ' Pizza']",1
1333,1333, Trattoria Calabrese Da Giovanni,4,1,"['Italiana', ' Mediterranea']",2.5
1334,1334, Ponte Milvio,4,3,"['Italiana', ' Mediterranea']",2.5
1335,1335, Acero,4,2,"['Cinese', ' Giapponese']",2.5
1336,1336, Ristorante PanEVO,4,2,['Italiana'],4
1337,1337, La Magolfa,3,7,"['Italiana', ' Pizza']",1
1338,1338, Tekei Sushi,4,1,"['Giapponese', ' Sushi']",2.5
1339,1339, China Gourmet,4,5,"['Cinese', ' Pesce']",2.5
1340,1340, La Taverna Dei Terroni,4,3,"['Italiana', ' Pesce']",1
1341,1341, Pacifico,4,6,"['Peruviana', ' Giapponese']",4
1342,1342, Trattoria Aurora,3,6,"['Italiana', ' Lombarda']",2.5
1343,1343, Casa del Ramen,4,1,"['Centro asiatica', ' Giapponese']",2.5
1345,1345, Ristorante Scilla Milano,4,1,"['Italiana', ' Pesce']",4
1346,1346, Meydan Kebap Pizza Grill,4,1,"['Pizza', ' Turca']",1
1347,1347, Da Regina 1985,4,1.0,"['Italiana', ' Pizza']",2.5
1348,1348, Puccia's Brothers,4,2,"['Italiana', ' Mediterranea']",1
1349,1349, El Brellin,4,2.3,"['Italiana', ' Mediterranea']",2.5
1351,1351, Rob de Matt,4,1,"['Italiana', ' Mediterranea']",1
1352,1352, Pampa Gourmet,4,2,"['Barbecue', ' Steakhouse']",1
1353,1353, Solopizzacafè Navigli,3,3,"['Pesce', ' Grill']",2.5
1354,1354, Mio Lab,4,1,"['Europea', ' Italiana']",4
1355,1355, Cocotte Milano,4,4,"['Italiana', ' Francese']",2.5
1356,1356, Charmant,4,2,"['Italiana', ' Pesce']",4
1357,1357, 212 Hamburger & Delicious,4,1,"['Americana', ' Fast food']",1
1358,1358, Osteria Ma.Si.,4,3,"['Italiana', ' Mediterranea']",2.5
1359,1359, Il Re Italian Bakery,4,7,['Italiana'],1
1360,1360, Ramen Misoya,4,2,"['Giapponese', ' Asiatica']",2.5
1361,1361, Piccola Ischia,3,1.3,"['Italiana', ' Pizza']",1
1362,1362, Castelli Gourmet,4,1,"['Italiana', ' Mediterranea']",2.5
1363,1363, Morelli,4,1,"['Italiana', ' Pesce']",4
1364,1364, Kyo fusion,4,3,"['Cinese', ' Giapponese']",1
1365,1365, Foodwriters,4,3,"['Europea', ' Italiana']",4
1366,1366, VIVECA,4,4,"['Italiana', ' Pizza']",2.5
1367,1367, YUAN - LORETO,4,9,"['Cinese', ' Asiatica']",1
1368,1368, Salumeria Mazzone 1972,5,3,"['Italiana', ' Wine Bar']",2.5
1369,1369, Panificio Danelli,4,8,['Italiana'],1
1370,1370," Trattoria Pizzeria ""Al Posto Giusto""",4,1,"['Italiana', ' Pizza']",1
1371,1371, 131 Chicken Experience,4,1,"['Italiana', ' Fast food']",1
1372,1372, 93gradi,4,1,"['Italiana', ' Caffè']",2.5
1373,1373, I Pupari,4,1,"['Italiana', ' Mediterranea']",2.5
1374,1374, Panino Giusto Colonne Di San Lorenzo,4,3,"['Italiana', ' Fast food']",2.5
1375,1375, Naviglio 48,4,3,"['Italiana', ' Mediterranea']",2.5
1377,1377, Temakinho Milan Navigli,4,2.3,"['Giapponese', ' Brasiliana']",2.5
1378,1378, La Cannoleria Gourmet & Co,4,4,"['Mediterranea', ' Fusion']",2.5
1379,1379, Caffè Napoli - Pisani,4,5,"['Caffè', ' Italiana']",1
1380,1380, Biancolatte,4,2.0,"['Italiana', ' Caffè']",2.5
1381,1381, Pizzeria Piccola Ischia,4,3,"['Italiana', ' Pizza']",1
1383,1383, Pavarotti Milano Restaurant Museum,4,1.0,"['Italiana', ' Mediterranea']",2.5
1384,1384, Long Island,4,3,"['Italiana', ' Bar']",1
1385,1385, Swiss Corner,3,5,"['Italiana', ' Bar']",2.5
1386,1386, Ristorante SottoSopra,3,4,"['Italiana', ' Pizza']",2.5
1387,1387, I Dodici Gatti,3,6,"['Italiana', ' Pizza']",2.5
1388,1388, B. Pasternak,5,3,"['Contemporanea', ' Italiana']",2.5
1389,1389, L'Isola della Pizza,4,3,"['Italiana', ' Pizza']",1
1390,1390," Zazà Ramen, Sake Bar & Restaurant",3,1.1,"['Giapponese', ' Salutistica']",2.5
1391,1391, Ostarie Vecjo Friul,4,2,"['Italiana', ' Europea']",2.5
1392,1392, Pizzeria Grume Milano,4,6,"['Napoletana', ' Campana']",2.5
1393,1393, Osteria Dal Verme,3,6,"['Italiana', ' Mediterranea']",2.5
1394,1394, Amor di Sicilia,4,2,"['Italiana', ' Bar']",1
1395,1395, Trattoria A Casa Mia,3,5,"['Italiana', ' Lombarda']",2.5
1396,1396, Pizzeria Assaje,3,6,"['Italiana', ' Mediterranea']",2.5
1397,1397, Les Gitanes Bistrot,4,2,['?'],4
1398,1398, Dulcis in fundo,4,2,"['Italiana', ' Internazionale']",2.5
1399,1399, deep gold milano,4,1,"['Italiana', ' Caffè']",2.5
1400,1400, Giacomo Arengario,3,1.3,"['Italiana', ' Pesce']",4
1401,1401, Niks&Co,4,1,"['Italiana', ' Caffè']",1
1402,1402, Tuttobene Milano,4,8,"['Italiana', ' Bar']",2.5
1403,1403, Osteria Nuovo Convento,4,2,"['Italiana', ' Mediterranea']",2.5
1404,1404, Berberè Milano Colonne,4,5,"['Italiana', ' Pizza']",2.5
1405,1405, Ristorante Piero e Pia,4,2,['Italiana'],2.5
1406,1406, I Capatosta Navigli,3,1.7,"['Italiana', ' Napoletana']",2.5
1407,1407, Pescherie Riunite,4,2,"['Italiana', ' Pesce']",2.5
1409,1409, Ristorante Aquarius,4,2,"['Italiana', ' Pesce']",2.5
1410,1410, GAMY Robata & More,4,5,"['Giapponese', ' Pesce']",?
1411,1411, Seven Casa Dei Ciliegi,4,8,"['Italiana', ' Steakhouse']",2.5
1412,1412, Insieme,4,9,"['Pesce', ' Mediterranea']",2.5
1413,1413, Morso,4,1,"['Italiana', ' Americana']",1
1415,1415, Potafiori,3,8,"['Italiana', ' Mediterranea']",2.5
1416,1416, IYO Omakase,5,2,['?'],4
1417,1417, Panino Giusto San Babila,3,7,"['Italiana (nord)', ' Italiana (centro)']",2.5
1418,1418, Succulenta,5,2,"['Pizza', ' Italiana (sud)']",2.5
1419,1419, Rosso Mattone,4,2,"['Italiana', ' Pizza']",1
1420,1420, Bel Paese,4,2,"['Italiana', ' Pizza']",1
1421,1421, Lato Mare Milano,5,5,"['Italiana', ' Pesce']",2.5
1422,1422, Solo Pizza,4,4,"['Italiana', ' Pizza']",1
1423,1423, Lojer,4,1,"['Cinese', ' Giapponese']",4
1424,1424, Ristorante Injera,4,2,['?'],2.5
1425,1425, Ristorante il piccolo principe,4,4,"['Italiana', ' Pizza']",2.5
1426,1426, New Friday Ristorante Pizzeria,4,2,"['Italiana', ' Pizza']",2.5
1427,1427, Buona Forchetta,3,9,"['Italiana', ' Pizza']",2.5
1428,1428, Mitù - Spirit Of Colombia,4,4,"['Sudamericana', ' Colombiana']",?
1429,1429, Terrazza Triennale,3,9,"['Italiana', ' Pesce']",4
1430,1430, Polleria Milano 2.0,4,2,"['Indiana', ' Italiana']",1
1431,1431, Fun Food United Nations,5,3,"['Latino americana', ' Internazionale']",1
1432,1432, Ristorante Ci Fusion Asian,4,2,"['Cinese', ' Giapponese']",2.5
1433,1433, Osteria dei Vecchi Sapori,3,1.0,"['Europea', ' Italiana (nord)']",2.5
